StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,desktop,desktop_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,natalia,natalia_DO,Q58,Q58_DO,spain,spain_DO,Q60,Q60_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q58,Q58_DO,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,FL_90_DO,FL_12_DO,Google_default_DO
2023-07-13 19:23:42,2023-07-13 19:28:25,0,108.234.77.33,100,282,1,2023-07-13 19:28:25,R_3NXkd0dSEw17fW7,,,,,30.5762,-87.0676,anonymous,EN,0.800000011920929,1,63d3fa0d6c990bc96e11becf,,,,,5,4|5|2|1|3,7,2,2|1,22.54,24.386,26.141,2,4,5|6|3|4|2|1|7,1,4|3|1|2|5,10.892,26.735,27.571,4,2,1,4|2|1|3|5,3.284,11.726,12.962,4,23,18|20|21|17|23|19|22,1,5|2|4|3|1,3,4|1|2|3|5,1,2|1|3|5|4,3,3|2|5|4|1,1,2|4|3|5|1,5,4.87,4.07,3.93,1|3|2|5,"1,3",3|6|1|2|5|4,1975,2,4,4|3|5|2|1,1,2|3|4|1,1,3|4|7|6|2|1|5,5,I change my default search engine if it is not set to google.,Video,Bing_default,
2023-07-13 19:20:25,2023-07-13 19:28:41,0,155.186.132.94,100,495,1,2023-07-13 19:28:41,R_z8dGb61ue7amuit,,,,,33.9332,-83.3536,anonymous,EN,1,1,5716727,,,,,5,4|5|2|3|1,7,2,2|1,2.727,29.722,29.758,9,4,6|7|2|1|5|4|3,1,1|5|2|4|3,4.419,40.982,41.664,6,2,1,1|5|4|2|3,0.978,15.144,15.533,12,23,17|22|21|23|18|19|20,1,2|3|5|4|1,3,3|2|5|1|4,1,5|2|4|3|1,1,1|5|4|3|2,5,2|4|1|5|3,4.54,3.77,2.7,3.47,2|3|5|1,"1,2,3",3|1|5|4|2|6,2001,3,2,2|4|5|1|3,1,1|4|2|3,2,6|2|7|1|3|4|5,3,"Google was my go to fasho ! But I also entered my prolific id wrong and it’s actually 63dab0f63ced7430f2c37f3f , thanks ",Video,Google_default,google_default
2023-07-13 19:23:32,2023-07-13 19:28:44,0,71.93.182.7,100,312,1,2023-07-13 19:28:45,R_1o4EVsa2pjc8niE,,,,,34.0582,-118.126,anonymous,EN,0.8999999761581421,1,6413d252c15672a4f4e2c043,,,,,5,4|3|5|1|2,7,2,1|2,10.179,15.729,17.155,2,4,4|1|6|5|7|3|2,2,5|2|1|3|4,3.038,21.427,22.168,5,2,"1,2",4|1|2|3|5,2.221,12.491,13.19,4,23,17|22|20|18|21|19|23,1,5|3|4|1|2,3,2|5|1|3|4,1,1|3|5|4|2,3,2|4|1|3|5,1,5|1|3|4|2,4.23,1.43,,,2|3|1|5,1,4|2|3|1|6|5,2005,2,4,4|3|1|5|2,1,1|2|3|4,4,1|6|5|2|7|3|4,5,,No_video,Bing_default,
2023-07-13 19:23:14,2023-07-13 19:28:48,0,73.152.102.174,100,333,1,2023-07-13 19:28:48,R_1jx1Bux15RQ45G2,,,,,37.2532,-80.4347,anonymous,EN,1,1,62730c9848db9da9ff3bf670,,,,,5,5|4|2|1|3,7,2,1|2,4.591,13.991,21.965,3,4,4|6|7|2|1|3|5,1,1|3|4|2|5,4.662,92.479,102.749,3,2,1,2|3|1|4|5,1.576,26.84,28.565,3,23,23|21|19|20|17|22|18,1,2|5|3|4|1,3,1|3|5|4|2,1,2|5|4|3|1,3,3|5|2|1|4,1,1|5|3|4|2,5,4.6,3.73,3.77,3|2|1|5,"1,3",4|2|5|6|3|1,1981,5,4,5|2|1|3|4,1,1|2|4|3,1,7|5|1|6|4|2|3,5,,No_video,Bing_default,
2023-07-13 19:19:49,2023-07-13 19:28:50,0,104.184.181.53,100,541,1,2023-07-13 19:28:51,R_tQgSKeHumbaI8oN,,,,,35.1499,-90.0558,anonymous,EN,1,1,6333340dee812d1cc8fc8858,,,,,5,5|1|4|2|3,7,2,2|1,12.161,23.757,24.509,3,4,6|7|2|3|4|1|5,"1,2",5|4|1|2|3,65.249,112.839,113.908,2,1,1,2|1|3|4|5,23.693,143.701,144.034,4,23,20|21|17|22|19|18|23,1,2|4|5|1|3,3,2|1|4|5|3,2,5|2|4|1|3,3,4|2|1|5|3,2,2|5|3|1|4,3,5,3,3,1|2|5|3,"1,2,3,5",4|5|6|2|1|3,1986,5,4,1|2|5|3|4,1,1|2|4|3,4,4|6|1|5|3|7|2,5,"After using Google for a while and getting bad results, I switched to Bing to finish out the survey.  Google has been getting increasingly poor results over the last few years.",No_video,Bing_default,
2023-07-13 19:27:05,2023-07-13 19:29:21,0,107.216.255.65,100,135,1,2023-07-13 19:29:21,R_ZdWFJlGnWbfo12N,,,,,37.168,-93.3039,anonymous,EN,1,1,6307a5e6e8a35c5eaeddb421,,,,,5,3|5|4|1|2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Video,,
2023-07-13 19:25:27,2023-07-13 19:29:49,0,8.40.187.218,100,262,1,2023-07-13 19:29:50,R_rlRQ4CsZNOJiU3D,,,,,35.3868,-96.9331,anonymous,EN,1,1,60ff7377316fab2ad5f2a7d4,,,,,5,4|5|1|3|2,7,2,2|1,10.806,16.634,17.951,2,4,5|6|4|1|7|3|2,1,4|5|3|1|2,26.729,53.538,56.38,3,1,1,2|1|4|3|5,4.406,24.753,25.944,3,23,17|22|18|20|23|19|21,1,2|5|3|1|4,3,3|4|2|5|1,1,2|1|3|4|5,3,1|4|2|3|5,1,1|2|3|5|4,4.57,1.53,2.5,1.37,2|3|5|1,1,2|4|1|3|6|5,1999,4,2,3|1|4|5|2,1,4|3|1|2,1,4|5|6|3|2|1|7,5,no,Video,Google_default,google_default
2023-07-13 19:14:01,2023-07-13 19:29:57,0,204.210.240.74,100,956,1,2023-07-13 19:29:58,R_QlwX1o8N2GLi3T3,,,,,40.2938,-83.0744,anonymous,EN,1,1,63d18d8eafb7fb418594761a,,,,,5,5|4|1|2|3,7,2,1|2,3.723,15.216,17.207,4,4,4|3|1|5|7|6|2,1,5|4|1|3|2,2.876,15.641,16.617,5,2,1,3|4|5|2|1,1.302,11.64,12.461,4,23,18|17|22|23|21|19|20,1,4|1|3|5|2,3,1|2|4|5|3,1,5|2|1|4|3,3,1|2|5|3|4,1,5|4|2|1|3,4.66,2.79,2.82,0.52,1|2|3|5,1,6|5|2|1|3|4,1988,5,5,1|5|2|4|3,1,1|2|3|4,1,3|1|5|6|2|7|4,5,I typically use Google for searches,No_video,Bing_default,
2023-07-13 19:20:00,2023-07-13 19:30:03,0,100.1.23.125,100,602,1,2023-07-13 19:30:03,R_se6txUTLlwthN2V,,,,,40.8583,-74.0703,anonymous,EN,1,1,63e630188c3e4ac4a92b1ff5,,,,,5,2|4|5|3|1,7,2,2|1,10.285,26.256,27.103,5,4,1|6|5|4|2|7|3,1,3|4|2|1|5,26.154,203.13,204.246,7,2,1,1|5|3|4|2,4.3,23.578,24.532,5,23,22|18|20|19|17|21|23,1,1|4|3|5|2,3,3|1|5|2|4,1,1|4|3|5|2,3,1|5|3|2|4,1,1|2|5|3|4,4.33,4.6,3.8,3.53,3|1|5|2,"1,2,3",3|6|5|2|4|1,1975,4,3,5|4|3|2|1,1,1|4|2|3,1,5|4|2|1|3|7|6,5,I stuck with Google since it is the search engine I use most frequently.,Video,Google_default,google_default
2023-07-13 19:24:39,2023-07-13 19:30:14,0,45.51.0.125,100,334,1,2023-07-13 19:30:14,R_3J5heAYNCkw7Ofi,,,,,33.7873,-117.9231,anonymous,EN,1,1,5ededc7ab3595e17ef9533df,,,,,5,2|1|3|4|5,7,2,2|1,0.832,18.731,19.936,13,4,6|3|7|1|5|2|4,2,1|5|2|4|3,0.733,36.206,36.96,31,2,2,5|1|4|2|3,17.778,58.171,59.119,31,23,18|19|21|17|20|22|23,2,5|3|2|1|4,3,3|4|5|2|1,"1,2",3|1|4|5|2,3,2|1|3|4|5,1,2|3|4|1|5,4.8,3.73,2.8,1.73,1|3|2|5,"1,2,3",4|1|3|6|5|2,1987,4,5,1|2|4|5|3,1,3|4|2|1,7,2|1|7|5|3|6|4,5,"I believe that most people would stick to one search engine until they find a reason, such as not find an adequate answer, to switch.",No_video,Bing_default,
2023-07-13 19:24:20,2023-07-13 19:30:14,0,108.248.155.140,100,354,1,2023-07-13 19:30:15,R_20V8UdLWH4scXqK,,,,,35.1431,-90.0492,anonymous,EN,1,1,5bcc60b95c2b810001dc68e2,,,,,5,4|1|5|2|3,7,2,1|2,18.191,21.343,22.519,4,4,3|7|4|5|2|1|6,2,2|1|3|4|5,6.645,49.381,50.839,6,2,2,5|2|3|1|4,28.328,32.936,33.224,6,23,18|21|22|17|23|19|20,1,4|3|2|1|5,3,1|3|2|5|4,1,5|3|1|4|2,3,2|1|5|3|4,1,3|1|5|4|2,4.06,3.69,3.59,2.52,5|3|2|1,"1,3,5",4|5|6|3|2|1,1995,5,1,2|1|4|3|5,1,3|4|1|2,1,4|3|2|5|7|1|6,5,,No_video,Bing_default,
2023-07-13 19:23:34,2023-07-13 19:30:15,0,73.173.110.131,100,401,1,2023-07-13 19:30:16,R_yxPxWbbX37UuARH,,,,,39.6128,-77.3991,anonymous,EN,1,1,60e88e0b7d305b5fbae3ebef,,,,,5,5|1|3|2|4,7,2,1|2,1.933,16.492,17.486,6,4,3|7|2|6|1|5|4,1,2|3|4|5|1,1.054,34.721,35.506,9,2,1,3|5|4|1|2,24.884,45.241,45.736,7,23,18|22|23|17|19|21|20,1,5|2|4|1|3,3,3|2|5|4|1,1,1|3|2|5|4,3,1|3|4|5|2,1,1|5|4|2|3,4.62,2.91,3.36,3.44,1|5|3|2,"1,5",2|4|5|1|6|3,1982,5,1,4|3|1|5|2,1,2|1|3|4,1,5|1|6|4|3|7|2,5,no other thoughts,No_video,Google_default,google_default
2023-07-13 19:25:53,2023-07-13 19:30:40,0,99.188.213.133,100,286,1,2023-07-13 19:30:40,R_3RdVO8DIuh2JkIe,,,,,33.762,-117.9325,anonymous,EN,1,1,5df2f36b617219204de98060,,,,,5,3|5|1|4|2,7,2,2|1,20.559,22.695,25.091,2,4,4|1|3|6|2|7|5,2,2|3|5|4|1,8.859,27.883,28.677,5,2,2,3|2|4|5|1,1.796,25.788,27.964,6,17,21|20|23|17|22|18|19,2,3|5|4|1|2,3,5|4|3|1|2,2,2|3|1|5|4,3,3|5|2|4|1,2,3|1|4|5|2,5,3.53,2.6,4.9,2|3|5|1,"1,3,5",5|1|4|2|3|6,1992,3,4,3|5|4|2|1,1,3|4|2|1,5,3|4|5|6|1|2|7,5,,Video,Bing_default,
2023-07-13 19:24:23,2023-07-13 19:30:51,0,99.162.1.4,100,387,1,2023-07-13 19:30:51,R_2ZDHgEYg9ZTIDm3,,,,,35.4971,-97.733,anonymous,EN,0.4000000059604645,1,63e4787f8eddedf65f9348fb,,,,,5,2|5|3|4|1,7,2,2|1,3.733,50.757,52.346,5,4,3|2|4|7|5|6|1,1,2|5|3|4|1,7.932,31.292,40.353,5,2,1,1|3|2|4|5,3.823,99.847,100.797,5,23,21|19|23|22|17|20|18,1,3|4|5|2|1,3,4|3|2|1|5,1,5|4|2|1|3,3,4|5|2|3|1,1,1|3|5|2|4,4,1,1,1,2|1|5|3,"1,3,5",5|2|6|4|3|1,1996,3,5,5|2|4|3|1,1,4|1|3|2,4,4|3|5|6|7|1|2,5,No,No_video,Google_default,google_default
2023-07-13 19:23:52,2023-07-13 19:30:58,0,50.125.81.71,100,425,1,2023-07-13 19:30:59,R_uw9JFTEWOWI0XHH,,,,,47.803,-122.3739,anonymous,EN,1,1,5e2d295390840b3279624b90,,,,,5,3|4|5|2|1,7,2,2|1,23.428,27.213,31.09,2,4,2|1|5|6|7|3|4,1,5|3|4|2|1,7.364,26.497,29.44,4,2,1,1|2|3|4|5,6.437,54.869,57.294,5,23,22|18|17|21|19|23|20,1,1|2|5|4|3,3,1|4|5|3|2,1,3|4|5|2|1,,1|5|4|2|3,,4|1|3|5|2,4.47,3.57,4.47,2.6,5|3|1|2,1,1|2|4|5|3|6,1951,4,2,5|4|2|1|3,2,1|4|3|2,1,6|2|5|7|4|1|3,5,used the one I usually use   accedentally missed one question :(,Video,Google_default,google_default
2023-07-13 19:20:19,2023-07-13 19:30:59,0,166.199.100.113,100,639,1,2023-07-13 19:31:00,R_1mDxm2izPZaEJme,,,,,28.3056,-81.4197,anonymous,EN,0.8999999761581421,1,638bf09f93783f7b1f43dbd0,,,,,5,3|2|1|5|4,7,2,2|1,19.962,26.845,50.276,2,4,5|4|6|7|3|2|1,2,2|3|1|5|4,65.824,68.557,70.819,2,2,2,5|4|1|3|2,130.644,183.565,184.754,2,17,23|19|21|22|20|18|17,2,4|3|2|1|5,3,2|4|5|3|1,2,3|4|5|1|2,3,2|4|3|1|5,2,5|4|1|3|2,4.6,4.8,2.5,3.4,3|2|5|1,"1,3,5",2|4|6|3|1|5,1972,3,2,4|1|5|3|2,1,2|3|1|4,7,5|7|3|2|1|4|6,4,,No_video,Bing_default,
2023-07-13 19:27:36,2023-07-13 19:31:16,0,172.56.44.154,100,219,1,2023-07-13 19:31:16,R_2yrOma89I6oCqEw,,,,,21.2982,-157.8444,anonymous,EN,1,1,6113a1bd2592fc45dff695a2,,,,,5,3|2|1|4|5,7,2,2|1,9.381,12.145,13.581,2,4,7|3|2|6|1|5|4,1,1|5|2|3|4,10.994,12.89,14.309,2,2,1,3|5|4|2|1,16.583,20.474,21.705,2,17,22|19|17|23|21|20|18,1,5|4|2|1|3,3,1|3|5|2|4,1,4|5|2|1|3,3,4|3|5|1|2,1,5|2|3|4|1,4.8,3,0.1,3,1|3|5|2,1,2|3|6|5|4|1,2000,4,5,5|1|3|2|4,3,4|2|1|3,5,2|5|7|6|3|4|1,5,,No_video,Google_default,google_default
2023-07-13 19:23:50,2023-07-13 19:31:52,0,174.103.0.57,100,481,1,2023-07-13 19:31:52,R_1H7tiWEHIsYdk96,,,,,37.752,-87.1514,anonymous,EN,1,1,60fe250b3984cfdf32c05860,,,,,5,2|4|3|1|5,7,2,2|1,15.036,17.856,23.974,2,4,5|1|6|7|2|3|4,1,2|5|3|4|1,6.488,25.868,27.179,3,2,1,1|3|2|4|5,8.905,32.433,34.68,3,23,22|17|21|19|23|20|18,1,4|1|3|2|5,3,1|5|4|3|2,1,1|2|5|3|4,3,1|2|3|4|5,1,5|3|2|4|1,5.00,2.5,2.5,4.00,3|1|5|2,"1,5",5|1|6|2|3|4,1970,4,5,3|2|4|5|1,2,2|4|3|1,7,6|1|3|2|5|7|4,5,Interesting study!   Good luck!,No_video,Google_default,google_default
2023-07-13 19:25:20,2023-07-13 19:31:57,0,73.150.234.255,100,397,1,2023-07-13 19:31:58,R_3OlDWYNlmR8Jfpq,,,,,39.363,-74.4324,anonymous,EN,0.8999999761581421,1,5b182365316c630001abff4f,,,,,5,3|5|4|1|2,7,2,2|1,17.756,37.818,39.237,3,4,5|3|7|4|6|1|2,1,4|2|1|5|3,4.004,33.669,44.645,3,2,1,5|3|1|2|4,12.083,33.675,35.22,3,23,17|23|18|19|20|21|22,1,5|3|2|4|1,3,1|2|4|3|5,1,1|3|5|4|2,3,2|1|3|5|4,1,5|1|4|3|2,3.89,3.49,2.52,2.52,5|1|2|3,"1,5",4|6|3|2|1|5,1986,5,5,3|1|4|2|5,2,1|2|4|3,1,3|7|5|2|6|1|4,5,,No_video,Bing_default,
2023-07-13 19:27:27,2023-07-13 19:32:19,0,24.46.46.39,100,292,1,2023-07-13 19:32:20,R_1ABgtPA4PeARfnr,,,,,40.598,-73.9467,anonymous,EN,0.8999999761581421,1,5e4d2e7f6603cd16888864e7,,,,,5,4|2|5|1|3,7,2,2|1,2.95,14.251,15.865,7,4,7|4|6|1|5|3|2,1,3|1|4|2|5,3.764,45.798,46.723,8,2,1,3|4|5|1|2,1.897,11.986,12.764,9,23,21|22|23|17|18|19|20,1,2|1|4|5|3,3,2|4|5|3|1,1,1|3|5|2|4,3,3|2|4|1|5,1,4|5|2|3|1,4.6,3.53,2.93,2.7,1|5|3|2,"1,3",3|4|2|6|1|5,1997,3,5,2|5|3|1|4,2,3|4|2|1,7,5|7|1|4|3|6|2,5,"I usually just stick to Google, to be honest.",Video,Bing_default,
2023-07-13 19:23:57,2023-07-13 19:32:39,0,73.229.206.43,100,522,1,2023-07-13 19:32:40,R_1hWinJG2geM6hMq,,,,,39.5523,-104.8883,anonymous,EN,1,1,62d44d484a28cd313e2c3ba4,,,,,5,4|3|1|5|2,7,2,2|1,26.306,30.641,31.775,2,4,1|3|6|7|2|5|4,1,2|1|5|4|3,47.386,49.99,52.949,2,2,1,1|3|4|2|5,44.459,48.381,50.809,2,23,17|20|22|19|18|23|21,1,2|4|3|5|1,3,3|5|2|1|4,1,1|5|4|3|2,3,1|3|4|5|2,1,5|4|3|1|2,3.8,0.53,0.7,1.37,1|5|2|3,1,1|6|3|2|5|4,1969,4,4,5|2|1|4|3,2,4|3|2|1,1,6|1|2|5|7|3|4,5,having the audio from the video running in the background made it difficult to concentrate,Video,Google_default,google_default
2023-07-13 19:29:46,2023-07-13 19:32:43,0,172.58.251.106,100,177,1,2023-07-13 19:32:44,R_11coWrdJJl3ql3c,,,,,35.2296,-80.843,anonymous,EN,1,1,639dd20ab47fd76a4fd9c2c0,,,,,5,5|4|2|1|3,7,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Video,Google_default,google_default
2023-07-13 19:28:45,2023-07-13 19:33:03,0,104.137.34.243,100,257,1,2023-07-13 19:33:03,R_AnWbEoKAVJu8ZKF,,,,,32.4973,-86.3649,anonymous,EN,1,1,5bcfcdbd77740000016b425a,,,,,5,2|5|3|1|4,7,2,2|1,4.333,20.269,21.619,4,4,5|2|1|6|7|3|4,1,4|1|5|2|3,3.433,23.429,24.544,4,2,1,3|1|2|5|4,2.747,13.603,14.663,4,23,17|22|21|20|23|19|18,1,3|2|1|5|4,3,2|4|3|5|1,1,4|1|2|5|3,3,4|5|1|2|3,1,4|1|2|5|3,5,2,5,1,1|2|3|5,"1,2",5|6|2|1|4|3,1982,4,5,4|3|2|5|1,2,3|1|2|4,2,4|1|6|7|2|5|3,5,No,No_video,Bing_default,
2023-07-13 19:19:36,2023-07-13 19:33:10,0,24.125.116.111,100,814,1,2023-07-13 19:33:11,R_Z4AXkVzqV6dJPMJ,,,,,33.7815,-84.5976,anonymous,EN,1,1,645ab2ad1d9df4d16511cd71,,,,,5,3|4|5|2|1,7,2,2|1,23.953,29.298,32.122,2,4,7|5|6|3|2|4|1,1,3|5|2|4|1,28.79,33.871,35.55,2,2,1,1|5|4|3|2,29.48,33.646,42.335,2,23,17|20|21|22|18|19|23,1,4|3|5|1|2,3,4|2|3|1|5,1,2|3|5|1|4,1,3|5|2|4|1,1,3|1|5|4|2,5,0.4,0.87,3,5|1|2|3,"1,3",4|2|5|1|3|6,1974,4,4,1|5|4|2|3,2,3|2|1|4,2,4|1|5|6|2|7|3,5,Bing was assigned to me when I bought this computer. I hated it. It's search engine is the worst one I've ever used.,Video,Bing_default,
2023-07-13 19:30:01,2023-07-13 19:33:16,0,174.101.36.103,100,194,1,2023-07-13 19:33:17,R_3dW9DjHLVfJIFVa,,,,,39.4522,-83.841,anonymous,EN,1,1,5d951ede9b6f880018f63b6e,,,,,5,1|2|3|4|5,7,2,2|1,2.125,29.144,29.748,9,4,5|7|1|6|4|2|3,2,5|3|4|2|1,3.357,19.711,20.39,5,2,2,4|5|3|1|2,2.033,31.382,32.051,4,23,22|18|23|20|21|17|19,2,2|5|1|3|4,3,5|2|4|1|3,2,5|1|2|4|3,3,5|3|4|1|2,2,4|5|2|1|3,5,4,2,2,5|3|1|2,"1,2,3",2|4|3|6|5|1,1989,2,2,1|2|5|3|4,1,2|1|4|3,1,4|1|5|7|2|3|6,5,No thoughts to share.,No_video,Bing_default,
2023-07-13 19:29:14,2023-07-13 19:33:37,0,74.130.100.166,100,262,1,2023-07-13 19:33:38,R_3GxMY5Ktz7iTi7i,,,,,36.6089,-88.3031,anonymous,EN,1,1,62858e3a433a7a27305f1992,,,,,5,2|5|1|3|4,7,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No_video,Google_default,google_default
2023-07-13 19:29:59,2023-07-13 19:33:46,0,98.43.162.11,100,226,1,2023-07-13 19:33:46,R_1CJutaHmlPY27Jp,,,,,39.9038,-104.9419,anonymous,EN,1,1,575aee8152c3fe00091a6252,,,,,5,2|5|3|4|1,7,2,1|2,2.223,7.991,11.26,5,4,5|2|3|6|1|4|7,1,1|3|4|2|5,3.326,28.134,29.97,8,2,1,4|1|2|3|5,2.192,13.149,14.093,4,23,23|22|19|21|18|17|20,1,2|1|5|3|4,3,5|2|1|4|3,1,1|5|4|2|3,3,3|1|5|4|2,1,5|4|3|1|2,4.57,1.51,2.61,1.47,5|1|3|2,1,1|6|5|3|4|2,1988,3,5,4|5|3|2|1,1,1|4|2|3,7,5|4|7|3|6|1|2,5,No,No_video,Google_default,google_default
2023-07-13 19:21:01,2023-07-13 19:33:47,0,173.76.55.31,100,766,1,2023-07-13 19:33:48,R_3qDmYlUrpY8Dpkx,,,,,41.9739,-71.3284,anonymous,EN,0.8999999761581421,1,616f315b5e74ca5b9a1d2ca7,,,,,5,1|5|2|3|4,7,2,1|2,32.884,36.644,37.826,2,4,4|3|6|7|2|1|5,1,3|5|2|1|4,29.203,32.859,34.288,2,2,1,5|3|1|2|4,51.144,53.628,55.339,2,23,17|19|23|18|20|21|22,1,3|1|4|5|2,3,4|1|5|3|2,1,3|2|5|1|4,1,3|4|5|1|2,1,4|1|2|5|3,4.63,2.73,4.43,2.5,5|2|1|3,"1,2,3,5",5|1|4|3|2|6,1966,4,2,4|3|1|5|2,1,2|4|3|1,1,5|6|2|1|4|7|3,5,,Video,Google_default,google_default
2023-07-13 19:30:39,2023-07-13 19:33:53,0,73.119.32.175,100,193,1,2023-07-13 19:33:53,R_3ptE7cCbNjiS5uM,,,,,41.3089,-72.619,anonymous,EN,0.8999999761581421,1,63e57af0f73c3e6a3e10bebd,,,,,5,2|5|4|1|3,7,2,2|1,4.034,14.45,16.368,4,4,6|4|5|7|1|3|2,1,5|1|2|3|4,2.386,10.896,11.654,4,2,1,3|1|2|5|4,1.317,11.163,12.113,4,23,19|18|17|21|20|22|23,1,5|3|2|4|1,3,1|3|2|5|4,1,4|1|3|5|2,3,4|2|5|3|1,1,1|5|3|2|4,5,2.73,1.8,2.83,5|3|2|1,1,2|4|3|1|6|5,1999,2,5,4|1|5|2|3,2,2|1|3|4,1,5|3|7|6|2|1|4,5,"Google is the default for many people anyway, so I'm unsure",Video,Google_default,google_default
2023-07-13 19:25:33,2023-07-13 19:34:07,0,160.2.207.163,100,514,1,2023-07-13 19:34:08,R_2zwHP242XrjwxE0,,,,,33.6465,-96.6132,anonymous,EN,1,1,55e4575ac70c7a00052a5ad4,,,,,5,5|3|4|2|1,7,2,2|1,18.723,22.015,31.567,2,4,3|4|6|2|7|5|1,2,3|1|2|4|5,5.405,124.061,125.005,3,1,2,4|1|5|2|3,17.027,30.859,31.773,2,17,19|20|23|18|21|17|22,2,1|2|4|3|5,3,2|4|1|5|3,2,2|3|4|1|5,3,5|2|4|3|1,2,2|3|5|1|4,3.82,3.78,2.82,3.48,2|1|3|5,1,1|2|3|6|4|5,1980,4,3,5|3|2|1|4,2,1|3|2|4,1,1|6|4|5|3|7|2,5,"Welp, I stuck to the search engine assigned by default. Also, I clicked the ""forward"" button before clicking on the video link (not on purpose), so I don't know what was going on in the video...",Video,Bing_default,
2023-07-13 19:28:24,2023-07-13 19:34:20,0,68.59.165.6,100,356,1,2023-07-13 19:34:21,R_2VeUaeZ8DCtme4p,,,,,41.0768,-85.1062,anonymous,EN,1,1,6332517a492e9ac48804f991,,,,,5,3|5|4|1|2,7,2,1|2,7.226,25.551,28.438,9,4,3|1|6|2|5|7|4,1,3|4|1|2|5,7.388,30.366,50.642,4,2,1,3|2|4|5|1,3.412,25.522,28.538,5,23,20|18|21|17|23|22|19,1,3|1|5|4|2,3,5|2|3|4|1,1,4|5|1|3|2,3,4|1|3|2|5,1,3|1|2|5|4,4.8,0.6,1.5,3.7,2|1|3|5,"1,5",5|2|3|4|1|6,1957,3,3,5|4|3|1|2,1,1|3|2|4,1,4|1|2|7|3|5|6,5,No,No_video,Google_default,google_default
2023-07-13 19:29:50,2023-07-13 19:34:23,0,69.201.67.65,100,272,1,2023-07-13 19:34:24,R_2qaglG20GiQ5Pvd,,,,,43.0842,-75.2287,anonymous,EN,1,1,5f9b6cc0e01ad13902b38f60,,,,,5,3|2|5|4|1,7,2,1|2,21.478,23.463,24.989,2,4,4|3|2|7|1|6|5,1,4|2|3|1|5,5.116,9.588,11.619,2,2,5,4|2|3|5|1,30.86,33.617,34.875,2,23,18|20|22|23|21|17|19,1,5|1|4|3|2,3,2|1|5|3|4,1,1|5|4|3|2,3,2|1|4|5|3,1,3|4|2|5|1,4.4,2.6,2.33,2.47,1|2|3|5,1,2|5|6|1|4|3,1965,5,5,3|4|2|1|5,1,4|2|3|1,1,7|5|4|2|1|6|3,5,,Video,Bing_default,
2023-07-13 19:24:38,2023-07-13 19:34:57,0,71.178.249.220,100,618,1,2023-07-13 19:34:58,R_2YzatrA36YlJpdk,,,,,39.2756,-77.2115,anonymous,EN,0.8999999761581421,1,645396c0550cfd6559004c7e,,,,,5,1|4|3|2|5,7,2,2|1,2.674,69.088,70.093,9,4,3|6|4|2|1|7|5,1,1|4|5|2|3,4.77,59.29,60.032,15,7,1,3|5|4|2|1,6.275,47.655,48.425,6,23,22|17|23|21|20|19|18,1,2|1|5|3|4,3,1|5|3|2|4,1,2|1|4|5|3,3,3|4|1|2|5,1,1|4|3|2|5,5,4,3,4,3|5|1|2,"1,3,5",3|2|1|4|6|5,1961,4,4,2|5|1|3|4,1,3|2|1|4,1,7|3|2|6|1|4|5,5,"I actually make my chioce by how much ""noise"" comes from the search engine.  By ""noise"" I mean stray advertising, news stories, weather, etc.  I like Google because the start page is plain and not full of ""noise"".  I would pick it if it was not the default.",No_video,Google_default,google_default
2023-07-13 19:25:45,2023-07-13 19:35:18,0,172.59.219.159,100,573,1,2023-07-13 19:35:19,R_2zdUfY3naDlkmUZ,,,,,35.2296,-80.843,anonymous,EN,1,1,600150a39d652729f84daf83,,,,,5,1|5|2|3|4,7,2,1|2,24.203,31.507,33.068,3,4,1|6|2|3|7|4|5,1,1|4|2|3|5,23.522,30.513,33.394,5,2,1,1|5|3|2|4,36.554,41.942,43.937,3,23,19|21|20|22|23|17|18,1,3|4|2|1|5,3,2|4|5|1|3,1,3|4|5|1|2,3,4|3|2|5|1,1,4|3|5|2|1,3.4,1.47,3.83,1.53,2|3|1|5,"1,2",2|1|4|3|5|6,1984,3,3,4|3|2|1|5,2,2|4|1|3,1,3|7|5|2|1|6|4,5,,No_video,Google_default,google_default
