StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,choice_screen,choice_screen_DO,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,desktop,desktop_DO,survey_version,default_assigned,default_assigned_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q58,Q58_DO,choice screen,choice screen_DO,survey.type.weather,survey.type.weather_DO,Q55,Q51_First Click,Q51_Last Click,Q51_Page Submit,Q51_Click Count,austin,app_austin,app_austin_DO,Q52_First Click,Q52_Last Click,Q52_Page Submit,Q52_Click Count,cambridge,app_cambridge,app_cambridge_DO,Q53_First Click,Q53_Last Click,Q53_Page Submit,Q53_Click Count,cupertino,app_cupertino,app_cupertino_DO,Q31_1,Q31_2,Q31_3,Q31_DO,Q54,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,rid,gc,Q_UnansweredPercentage,Q_UnansweredQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,FL_12_DO,default_DO,video.weather_DO,weather_DO
2023-07-12 19:01:23,2023-07-12 19:07:49,0,72.228.55.244,100,385,1,2023-07-12 19:07:50,R_1fdwi1GFTIKRJz1,,,,,42.4617,-75.0534,anonymous,EN,1,1,620299b5ef1cb18a1337c4e9,,,,,5,2|5|4|1|3,7,8.297,8.297,15.309,1,3,5|1|3|2,,,,,2,2|1,1,,,19.432,22.516,23.454,4,4,4|7|2|1|3|5|6,2,4|2|3|1|5,1.751,21.343,24.515,4,2,2,3|1|4|5|2,30.889,34.737,35.633,4,17,21|18|22|20|23|17|19,2,1|5|3|4|2,3,3,2,2,1|5|3|2,4.505,21.009,22.754,8,"1,3",2|3|6|1|4|5,2,1|3|2,1,1|2,,54.781,57.229,59.505,3,1,2,2|3|4|1,27.687,30.58,31.281,4,1,2,3|1|4|2,26.59,28.462,29.969,3,3,2,3|2|4|1,2,3,3,3|2|1,"2,3",1982,4,5,4|1|5|2|3,1,1|3|2|4,1,5|2|7|3|4|1|6,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 19:02:32,2023-07-12 19:07:55,0,174.58.112.44,100,323,1,2023-07-12 19:07:56,R_xDA27u8rjBUG3Ul,,,,,27.0984,-82.2115,anonymous,EN,0.8999999761581421,1,611692a4e50bab52864b978f,,,,,5,5|4|2|1|3,7,,,,,,,1.22,4.834,13.54,2,2,1|2,2,4,1|2|3|4,3.169,12.798,13.061,5,4,7|1|5|3|6|4|2,4,4|3|5|1|2,5.01,27.868,28.428,6,2,1,4|2|3|5|1,3.173,17.93,18.656,4,23,19|17|23|20|18|22|21,1,2|1|5|3|4,4.58,3.81,2.98,1.98,1|2|3|5,4.345,16.742,17.293,9,"1,2,3",4|2|6|5|1|3,,,2,2|1,2,32.032,34.098,34.594,2,1,2,1|4|2|3,26.293,28.499,29.346,2,1,2,3|2|4|1,3.933,6.593,11.016,3,3,2,1|2|3|4,3,4,3,3|2|1,2,1998,2,4,1|4|3|5|2,3,2|1|3|4,1,6|3|7|4|2|5|1,5,,,1,0.03125,QID38,0,0,,default,duckduckgo_default|Q42,description,default_aw
2023-07-12 19:02:33,2023-07-12 19:07:56,0,136.52.42.253,100,323,1,2023-07-12 19:07:57,R_3feoopHLe7uSXyP,,,,,33.7015,-117.7528,anonymous,EN,1,1,6361b53c44c9c4ebeb619db1,,,,,5,2|3|4|1|5,7,6.265,7.917,8.334,2,2,3|2|1|5,,,,,2,1|2,1,,,3.61,17.097,18.595,4,4,3|5|7|2|1|6|4,4,4|3|5|1|2,7.853,32.714,33.782,3,2,4,5|1|4|3|2,1.863,44.129,45.166,4,17,19|18|17|22|21|23|20,4,1|3|4|5|2,3.95,2.78,4.52,3.55,2|5|1|3,3.847,21.988,24.507,13,"1,2,5",2|6|4|1|3|5,1,1|3|2,1,1|2,,22.832,23.712,24.577,2,1,1,4|1|3|2,16.326,17.284,17.955,2,3,1,4|1|3|2,11.73,14.612,17.374,6,1,1,2|4|3|1,5,4,4,3|1|2,"1,2",2001,3,2,1|2|4|5|3,1,4|3|1|2,4,4|5|1|7|3|6|2,5,I had no issues with the study. I simply use Duck Duck Go as that is the browser I have been using for years.,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 19:01:19,2023-07-12 19:08:05,0,98.109.166.121,100,405,1,2023-07-12 19:08:06,R_UPYmA1k20NTtLup,,,,,40.9238,-73.9989,anonymous,EN,0.8999999761581421,1,5f527d381b73b45422c50abf,,,,,5,2|3|5|1|4,7,4.837,11.766,15.19,2,1,2|1|5|3,,,,,2,2|1,1,,,43.92,45.546,47.133,2,4,7|4|1|6|5|3|2,1,2|5|4|1|3,49.109,51.211,52.767,3,1,1,3|5|1|4|2,32.449,34.676,35.396,3,17,17|22|20|19|18|21|23,1,2|3|5|4|1,4.48,1.82,2.45,3.52,2|3|5|1,4.345,15.784,18.51,8,"1,2",6|1|3|4|5|2,,,2,1|2,1,31.475,34.675,36.107,3,1,1,4|3|1|2,17.032,18.998,19.796,3,3,1,3|2|1|4,25.55,27.411,28.261,2,1,1,1|3|2|4,5,4,5,3|1|2,1,1989,4,5,5|1|4|3|2,2,4|1|3|2,1,6|5|1|2|4|3|7,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_wc
2023-07-12 18:59:09,2023-07-12 19:08:07,0,172.56.97.67,100,538,1,2023-07-12 19:08:07,R_2xRekGA50nYJvdO,,,,,27.9929,-82.403,anonymous,EN,1,1,62aa26e333b0fca51f65d3ac,,,,,5,1|2|3|5|4,7,,,,,,,2.122,2.122,9.621,1,2,1|2,2,2,1|4|3|2,2.444,11.661,12.46,4,4,3|5|7|1|4|2|6,2,4|1|2|3|5,2.154,24.254,24.891,3,2,2,5|3|2|1|4,1.68,23.374,28.76,6,19,22|17|21|20|23|18|19,2,2|4|1|5|3,4.08,3.85,1.85,1.75,5|1|2|3,4.424,9.801,10.589,6,"1,3",3|4|2|1|6|5,1,1|3|2,1,1|2,,2.45,128.025,129.007,3,1,3,3|4|1|2,56.458,58.068,59.188,2,2,3,2|4|3|1,3.783,97.24,98.033,6,1,3,4|1|3|2,3,3,4,2|3|1,"1,2,3",1992,4,5,1|2|5|4|3,2,2|1|4|3,4,3|6|5|7|1|2|4,5,No,,1,0,,0,0,,default,bing_default|Q42,description,choice screen
2023-07-12 18:59:31,2023-07-12 19:08:16,0,47.232.29.109,100,524,1,2023-07-12 19:08:16,R_27Im82U6NKnYZdd,,,,,44.3476,-89.1116,anonymous,EN,1,1,5b1487d330d562000155f1c7,,,,,5,3|2|5|4|1,7,20.713,20.713,22.839,1,1,3|1|5|2,,,,,2,1|2,1,,,15.095,25.984,32.443,3,4,6|2|7|1|3|5|4,1,5|3|4|1|2,9.104,38.128,45.03,3,2,1,4|1|2|3|5,2.082,20.722,25.324,5,23,18|22|17|23|20|19|21,1,4|3|1|5|2,5,5,5,5,1|2|5|3,11.384,58.697,60.239,8,1,4|5|1|2|6|3,,,2,1|2,1,24.56,55.559,58.546,4,1,1,1|3|4|2,3.048,22.791,24.875,3,3,1,4|3|2|1,4.948,18.668,19.961,3,1,1,3|2|1|4,5,5,5,3|1|2,"1,3",1984,4,5,2|3|4|1|5,1,3|4|1|2,1,3|7|5|4|6|1|2,5,No.,,1,0,,0,0,,choice_screen,,description,default_wc
2023-07-12 18:59:57,2023-07-12 19:08:18,0,172.56.168.241,100,501,1,2023-07-12 19:08:19,R_1eFtCq24lggJTna,,,,,38.581,-121.4939,anonymous,EN,1,1,5e3760815bfa436fd256b2e9,,,,,5,4|3|5|1|2,7,5.027,12.913,20.621,2,1,1|3|5|2,,,,,2,2|1,1,,,13.665,16.139,17.352,2,4,3|2|4|7|1|6|5,1,2|4|3|5|1,15.835,30.692,32.149,2,2,1,3|4|2|1|5,25.572,27.12,28.118,2,17,23|22|17|21|18|20|19,1,3|5|4|2|1,4.98,2.72,1.42,2.52,5|2|1|3,3.945,14.879,16.085,8,1,2|4|1|6|3|5,,,2,1|2,3,35.081,38.743,39.45,2,1,3,1|4|3|2,60.018,62.896,63.146,3,1,3,1|4|2|3,26.585,27.636,28.497,2,1,3,4|1|2|3,3,3,3,3|2|1,1,1994,2,4,2|5|3|4|1,1,3|1|2|4,1,4|7|1|3|6|5|2,5,I generally just use Google,,1,0,,0,0,,choice_screen,,description,default_wu
2023-07-12 18:38:40,2023-07-12 19:08:28,0,174.211.113.160,100,1787,1,2023-07-12 19:08:28,R_22zgIOel8mX3ey8,,,,,27.9654,-82.4307,anonymous,EN,0.699999988079071,1,5bef87523d79ff0001275154,,,,,5,3|5|1|4|2,7,32.502,103.547,105.075,16,1,2|1|5|3,,,,,2,1|2,1,,,4.307,69.829,70.937,7,4,4|1|3|7|6|5|2,1,5|3|4|1|2,3.432,297.296,297.808,12,1,1,4|2|5|3|1,73.986,158.21,158.808,14,23,21|20|17|22|19|23|18,1,5|3|2|4|1,4,1.5,3.5,3,1|2|5|3,2.853,73.775,74.127,11,1,1|4|2|5|3|6,3,3|1|2,1,1|2,,132.033,194.211,194.988,10,1,3,4|2|1|3,137.471,145.383,145.999,6,1,3,1|3|4|2,79.494,81.02,81.759,2,1,3,3|2|4|1,4,4,4,1|3|2,1,1992,4,5,4|5|2|1|3,1,3|2|1|4,1,2|1|5|4|3|6|7,5,Thanks for the opportunity to participate!,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 18:58:37,2023-07-12 19:08:32,0,75.109.37.78,100,595,1,2023-07-12 19:08:33,R_5hzP3lztLpN55CN,,,,,38.4096,-81.6747,anonymous,EN,1,1,5f13cd9693d2ed043a5e7c96,,,,,5,1|2|4|3|5,7,,,,,,,6.557,6.557,18.611,1,2,2|1,2,4,4|3|1|2,19.569,23.008,27.865,2,4,2|5|7|1|4|6|3,1,1|4|3|2|5,70.318,96.389,98.91,2,1,1,5|1|3|2|4,28.338,35.89,37.585,2,23,23|18|22|17|19|20|21,1,1|2|5|4|3,4.37,0.5,1.5,2,2|3|5|1,9.76,36.68,41.25,10,"1,5",2|3|1|5|4|6,2,1|2|3,1,2|1,,44.401,51.169,53.332,2,1,2,2|1|3|4,97.417,107.809,109.737,2,2,2,2|1|3|4,28.515,31.964,32.762,2,3,2,2|4|3|1,3,3,2,2|3|1,"1,2",1993,4,3,4|1|2|5|3,1,3|2|4|1,1,2|7|3|6|5|1|4,5,No.,,1,0,,0,0,,default,duckduckgo_default|Q42,description,choice screen
2023-07-12 19:01:24,2023-07-12 19:08:33,0,136.36.195.1,100,428,1,2023-07-12 19:08:34,R_1Hcx4U2onOiSKoH,,,,,40.2329,-111.6688,anonymous,EN,0.8999999761581421,1,55a9f6a1fdf99b2d81b5295f,,,,,5,5|4|1|3|2,7,,,,,,,2.803,5.4,8.583,2,2,1|2,2,4,1|4|3|2,1.375,18.587,27.733,5,4,6|1|4|2|7|3|5,4,1|4|2|5|3,1.286,23.256,24.027,4,1,4,2|3|1|5|4,18.248,108.081,109.322,4,23,22|18|23|21|17|19|20,4,3|4|5|2|1,3.87,3.53,3.77,2.8,2|1|5|3,3.175,14.026,19.832,11,"1,2,3,4",6|3|4|5|2|1,,,2,2|1,1,29.553,43.758,43.791,5,1,1,3|4|1|2,0.991,36.122,37.345,7,3,1,1|3|2|4,14.682,23.468,23.496,5,1,1,2|4|3|1,4,3,4,3|1|2,4,1994,3,4,4|5|2|1|3,3,1|2|4|3,1,5|7|3|1|4|2|6,5,,,1,0.03125,QID38,0,0,,default,duckduckgo_default|Q42,description,default_wc
2023-07-12 18:45:03,2023-07-12 19:08:38,0,76.139.60.23,100,1415,1,2023-07-12 19:08:39,R_1mJXjitZY0rmS60,,,,,39.7536,-86.1935,anonymous,EN,1,1,56f59251736c79000c2241f7,,,,,5,5|4|1|3|2,7,,,,,,,0.283,130.78,132.941,2,2,1|2,2,1,2|3|4|1,1.846,9.43,11.116,6,4,3|2|6|1|4|5|7,1,5|2|4|1|3,232.413,239.977,241.188,5,2,1,3|5|2|4|1,1.259,7.021,11.253,5,23,18|17|19|22|21|23|20,1,5|1|3|2|4,3.86,4.56,3.9,3.06,1|2|3|5,2.868,13.301,14.349,8,"1,3",5|1|6|2|4|3,,,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,default,google_default|Q42,description,default_wu
2023-07-12 18:58:43,2023-07-12 19:08:39,0,45.31.141.149,100,596,1,2023-07-12 19:08:40,R_2AKEgIuxeu26e9K,,,,,35.3458,-82.559,anonymous,EN,1,1,53987712fdf99b68e3a45021,,,,,5,2|3|4|5|1,7,,,,,,,1.528,1.528,13.978,1,2,2|1,2,3,2|4|3|1,8.926,11.525,12.847,2,4,4|2|6|3|1|5|7,1,5|3|1|2|4,4.983,82.61,83.381,4,1,1,2|4|5|1|3,16.341,22.022,22.701,2,23,17|23|22|18|19|20|21,1,2|4|3|1|5,4.48,3.55,2.82,2.92,1|2|3|5,7.369,22.615,23.464,7,"1,3",5|2|3|1|6|4,1,3|2|1,1,1|2,,32.63,177.2,179.622,2,1,2,1|2|4|3,0.256,77.474,86.66,8,4,"1,2",2|4|1|3,43.848,46.771,48.301,3,2,"1,2",4|3|2|1,3,3,3,3|1|2,4,1993,4,5,2|1|3|4|5,2,4|3|1|2,4,6|2|3|7|1|4|5,5,,,1,0.03125,QID38,0,0,,default,yahoo_default|Q42,description,choice screen
2023-07-12 19:00:49,2023-07-12 19:08:50,0,76.138.29.198,100,481,1,2023-07-12 19:08:50,R_2pLCFZDVoSpVYg9,,,,,35.1387,-90.0095,anonymous,EN,1,1,5622e62bed6e5a0011c807b3,,,,,5,3|2|5|1|4,7,,,,,,,6.377,6.377,10.883,1,2,1|2,2,1,4|3|1|2,2.796,18.396,19.624,5,4,4|5|6|3|7|1|2,1,4|2|1|3|5,10.323,67.982,69.034,5,2,1,5|1|4|3|2,2.596,25.614,30.24,7,23,17|23|19|20|21|18|22,1,3|5|4|1|2,3.88,1.61,1.05,1.61,2|1|5|3,12.361,32.317,33.684,14,"1,2,3",5|1|6|2|3|4,,,2,2|1,3,80.858,86.248,87.329,5,1,3,2|3|4|1,36.692,39.07,39.732,3,3,3,1|2|3|4,2.416,51.839,59.443,7,1,3,3|4|2|1,4,3,3,2|3|1,4,1988,2,2,4|2|1|5|3,1,4|1|2|3,1,5|2|7|4|3|1|6,5,n/a,,1,0,,0,0,,default,google_default|Q42,description,default_wu
2023-07-12 19:00:31,2023-07-12 19:08:51,0,135.26.122.118,100,500,1,2023-07-12 19:08:51,R_1KdmBCgeotbY1pv,,,,,30.3587,-95.6857,anonymous,EN,0.699999988079071,1,641adeb9f2a8a9f112571e78,,,,,5,3|5|2|1|4,7,2.653,10.945,31.501,2,2,1|5|3|2,,,,,2,1|2,1,,,5.739,16.392,22.506,4,4,4|1|3|7|6|5|2,4,5|3|4|2|1,6.349,33.02,46.405,5,2,4,4|1|5|2|3,2.529,22.411,24.219,4,17,23|19|21|17|20|22|18,4,1|5|2|4|3,4.8,2.48,4.52,2,1|2|3|5,7.462,33.66,34.868,13,"1,2,4",2|3|6|5|1|4,3,3|2|1,1,1|2,,42.956,45.642,53.734,2,1,3,2|1|3|4,3.398,41.157,42.138,7,4,3,2|1|4|3,3.56,26.349,27.232,4,1,3,2|1|4|3,5,4,5,1|2|3,"2,3,4",1993,2,5,1|5|4|3|2,1,4|3|1|2,1,2|5|3|4|1|6|7,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 19:01:04,2023-07-12 19:08:58,0,74.83.227.250,100,474,1,2023-07-12 19:08:59,R_3mZQhN7YnAau7fd,,,,,39.1094,-84.5718,anonymous,EN,0.8999999761581421,1,5ed1d52eea444913b2d4576d,,,,,5,5|1|4|2|3,7,,,,,,,3.86,3.86,22.208,1,2,2|1,2,3,2|3|1|4,4.443,23.632,25.138,5,4,1|5|4|2|7|3|6,1,3|4|2|5|1,1.425,55.479,56.746,7,1,1,3|4|1|2|5,19.077,24.301,25.215,3,23,21|23|22|18|19|20|17,1,3|5|4|1|2,4.88,3.81,4.45,2.65,2|3|1|5,3.095,15.516,16.405,10,"1,5",5|3|1|2|4|6,,,2,2|1,3,53.599,61.218,62.009,5,1,3,4|1|3|2,46.071,48.572,49.474,3,4,3,3|1|4|2,26.766,29.279,30.275,3,1,3,1|2|4|3,4,4,5,3|1|2,"2,3",2000,3,4,1|2|5|3|4,1,3|4|1|2,1,3|5|1|7|4|2|6,5,,,1,0.03125,QID38,0,0,,default,yahoo_default|Q42,description,default_wu
2023-07-12 18:57:20,2023-07-12 19:08:59,0,184.190.165.170,100,698,1,2023-07-12 19:08:59,R_sXzevYe5jTfQdDH,,,,,33.3825,-111.875,anonymous,EN,0.8999999761581421,1,60fdda64909f18b192061633,,,,,5,3|1|5|2|4,7,6.377,25.359,27.48,3,1,3|1|2|5,,,,,2,2|1,1,,,8.888,29.796,33.531,4,4,3|1|5|7|4|2|6,1,2|5|4|1|3,4.939,148.404,149.866,6,2,1,2|1|5|4|3,34.564,43.868,45.048,5,23,19|17|20|21|22|18|23,1,4|1|3|2|5,5,2,4,3,1|3|2|5,6.441,33.635,34.974,8,"1,3",2|4|6|1|5|3,,,2,1|2,3,74.428,79.773,81.139,3,1,1,2|1|4|3,27.023,32.095,33.361,4,3,1,1|2|4|3,34.282,38.602,39.952,3,1,1,4|2|3|1,5,4,2,1|3|2,1,1986,4,4,5|2|3|4|1,2,3|2|1|4,1,7|3|5|1|4|2|6,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_wu
2023-07-12 18:54:19,2023-07-12 19:09:02,0,35.132.87.122,100,882,1,2023-07-12 19:09:02,R_2s0IM9pRdU3RD8x,,,,,36.0683,-119.0343,anonymous,EN,1,1,6272ab12b3d9c61d2271db8d,,,,,5,1|3|4|2|5,7,,,,,,,1.877,4.4,10.698,3,2,2|1,2,3,4|3|1|2,12.291,14.917,16.172,2,4,4|3|5|7|6|2|1,3,1|2|4|5|3,47.757,66.715,67.442,2,2,3,1|5|4|2|3,4.763,25.833,26.735,8,17,20|22|23|19|21|18|17,1,2|5|3|1|4,4.02,3.35,3.72,3.25,3|2|5|1,7.364,20.467,21.281,15,"1,3,5",5|2|4|1|6|3,,,2,1|2,2,44.661,46.215,46.902,2,1,2,3|2|1|4,37.391,39.711,40.339,4,1,2,4|3|1|2,44.862,46.262,46.928,2,3,2,1|4|2|3,5,4,3,2|3|1,"1,2,3",1982,3,5,4|5|1|3|2,1,4|2|1|3,1,6|7|2|1|4|3|5,5,"I usually stick to google, but sometimes use bing. It just depends on what i am searching for. Some search engines give better and more accurate results than others. ",,1,0,,0,0,,default,yahoo_default|Q42,description,default_aw
2023-07-12 19:01:32,2023-07-12 19:09:17,0,98.29.29.16,100,464,1,2023-07-12 19:09:18,R_Tt7hDc0gyKnevpT,,,,,39.7522,-84.1993,anonymous,EN,0.8999999761581421,1,626810ad271afa9ad1c19e33,,,,,5,1|5|3|4|2,7,,,,,,,5.128,5.128,12.711,1,2,2|1,2,2,4|1|3|2,5.536,23.81,24.609,3,4,3|2|7|1|4|6|5,4,4|1|2|3|5,5.48,41.881,42.772,3,2,4,5|2|1|4|3,2.612,38.317,39.724,3,23,19|21|18|20|23|22|17,4,2|5|3|4|1,5,4,5,3,5|2|1|3,9.516,43.433,45.474,14,"1,2",2|6|4|1|3|5,1,2|1|3,1,2|1,,63.883,68.341,69.714,2,1,1,4|1|3|2,3.846,31.745,32.817,6,3,1,1|2|3|4,2.832,23.166,24.215,3,1,1,2|4|1|3,5,5,4,1|2|3,1,1970,4,2,5|3|1|2|4,2,2|4|3|1,1,1|3|4|6|5|2|7,5,I use the search engine that I trust.,,1,0,,0,0,,default,bing_default|Q42,description,choice screen
2023-07-12 18:56:48,2023-07-12 19:09:32,0,172.59.32.116,100,764,1,2023-07-12 19:09:32,R_YSxShhaGP3j36Vz,,,,,39.9046,-82.9703,anonymous,EN,1,1,61076a5cbad18ee96f49dacf,,,,,5,2|1|3|5|4,7,19.184,26.884,35.902,2,1,3|5|1|2,,,,,2,2|1,1,,,13.802,46.154,52.24,5,4,5|2|7|6|1|3|4,1,2|3|5|1|4,4.187,54.447,85.597,5,2,1,1|2|5|4|3,8.188,27.769,29.538,5,23,22|21|19|20|23|17|18,1,2|1|4|3|5,4,2,3,2,3|2|5|1,13.445,37.27,43.661,13,1,6|3|2|5|4|1,,,2,2|1,3,3.38,99.023,100.255,5,1,3,4|1|2|3,46.244,78.744,80.543,4,3,3,4|3|2|1,24.643,27.383,29.668,2,1,3,1|4|3|2,4,3,4,2|1|3,"1,3",1988,5,5,2|1|4|5|3,1,1|2|4|3,1,3|4|6|2|7|5|1,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_wu
2023-07-12 19:01:52,2023-07-12 19:09:57,0,73.101.164.48,100,485,1,2023-07-12 19:09:58,R_1I5lzzNSj7VOBAZ,,,,,40.0008,-76.7697,anonymous,EN,1,1,5d6e502d05e693001ea14a37,,,,,5,5|1|2|4|3,7,7.828,7.828,16.358,1,2,1|5|3|2,,,,,2,2|1,1,,,45.654,48.37,50.731,2,4,3|1|2|7|5|6|4,4,5|2|3|4|1,11.954,51.987,53.08,3,2,4,5|1|3|2|4,6.07,31.457,32.779,5,17,22|20|23|21|18|17|19,4,2|1|3|4|5,2.67,2.6,3.67,2.5,5|3|1|2,9.559,22.508,23.867,8,"1,2,3,5",1|4|3|6|2|5,,,2,2|1,1,78.8,82.934,84.211,2,1,1,1|2|4|3,25.955,27.471,28.515,2,3,1,3|4|1|2,23.523,25.122,26.349,2,1,1,3|1|2|4,2,4,3,2|3|1,1,1963,5,2,2|5|1|4|3,1,2|4|3|1,1,1|6|7|2|4|3|5,5,"Its easier for short periods, but I would have switched eventually",,1,0,,0,0,,choice_screen,,description,default_wc
2023-07-12 18:59:01,2023-07-12 19:10:03,0,24.211.66.77,100,661,1,2023-07-12 19:10:03,R_00NWSAPXS4TPzrj,,,,,34.1847,-79.7704,anonymous,EN,1,1,61fa94015719bc09cb834e2e,,,,,5,5|1|3|2|4,7,4.704,12.298,22.334,2,1,5|1|2|3,,,,,2,1|2,1,,,3.674,69.614,70.869,6,4,5|4|3|7|1|2|6,1,3|1|2|4|5,6.717,135.554,136.336,5,2,1,5|2|4|3|1,13.605,79.24,80.218,6,18,22|21|17|23|18|19|20,4,2|3|4|5|1,4.62,2.22,4.18,1.55,1|3|5|2,12.282,32.63,35.575,8,"1,2",1|3|4|2|6|5,,,2,1|2,3,55.792,60.95,62.561,2,1,3,2|4|3|1,44.523,45.894,46.911,2,3,3,2|4|3|1,2.452,23.952,24.899,4,1,3,4|1|3|2,3,3,4,1|3|2,3,1973,5,5,4|2|1|3|5,1,4|3|2|1,1,2|1|5|4|6|7|3,5,I use Chrome so it's just convenient to write something in the search bar.  I should probably use DDG but I'm lazy.,,1,0,,0,0,,choice_screen,,description,default_wu
2023-07-12 18:59:50,2023-07-12 19:10:36,0,173.76.14.132,100,646,1,2023-07-12 19:10:37,R_31ng8RkW5QtYNK2,,,,,42.3935,-71.1836,anonymous,EN,0.8999999761581421,1,5fbb062e91513797e214827d,,,,,5,5|1|4|2|3,7,5.805,5.805,12.82,1,1,5|1|3|2,,,,,2,2|1,1,,,27.553,50.6,53.151,2,4,5|2|4|6|3|7|1,1,1|3|4|2|5,34.426,37.139,38.547,2,2,1,3|4|5|1|2,61.155,158.114,158.792,4,17,20|23|22|19|21|18|17,1,3|5|1|4|2,4.55,1.55,0.45,1.48,3|1|5|2,3.221,14.501,16.518,7,1,4|2|1|6|5|3,,,2,1|2,1,5.128,111.193,112.866,3,1,4,4|3|2|1,24.925,26.783,27.884,2,1,4,3|2|1|4,14.391,16.477,17.795,2,1,4,3|1|4|2,3,3,2,2|1|3,4,1956,4,2,2|1|5|3|4,2,1|3|4|2,1,2|1|4|3|6|7|5,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_wc
2023-07-12 19:01:24,2023-07-12 19:10:47,0,107.137.159.166,100,562,1,2023-07-12 19:10:47,R_2qqrbjPaGIZnjmc,,,,,35.2296,-80.843,anonymous,EN,1,1,5e14d563c4e155ae93907ae1,,,,,5,1|4|5|2|3,7,,,,,,,5.909,5.909,21.205,1,2,2|1,2,1,2|1|4|3,2.209,24.665,32.25,6,4,7|4|6|2|5|1|3,1,3|4|1|5|2,1.913,59.354,62.072,10,2,1,3|5|4|1|2,1.743,66.382,70.454,5,23,20|22|19|18|23|21|17,1,4|2|5|3|1,4.57,3.53,2.6,1.93,1|3|2|5,4.5,26.651,30.612,9,"1,3",2|4|6|3|5|1,2,1|3|2,1,1|2,,35.866,76.867,81.974,2,1,2,3|1|4|2,2.41,53.245,55.855,5,1,2,3|1|4|2,2.83,37.627,40.733,4,3,2,4|3|1|2,3,4,4,3|1|2,2,1975,5,5,1|4|5|3|2,1,4|3|1|2,1,5|2|6|3|7|1|4,5,I always use Google anyway,,1,0,,0,0,,default,google_default|Q42,description,choice screen
2023-07-12 18:50:22,2023-07-12 19:10:55,0,68.235.32.252,100,1233,1,2023-07-12 19:10:56,R_1g8dJoLq2tzramo,,,,,41.871,-87.6289,anonymous,EN,0.10000000149011612,1,60ac66a8e1bf5a1c51fa864c,,,,,5,2|3|1|4|5,7,11.101,23.997,32.284,2,1,5|1|3|2,,,,,2,1|2,1,,,44.473,67.858,80.055,6,4,2|5|6|4|3|7|1,1,1|4|3|5|2,25.367,67.473,71.481,4,2,1,2|5|1|4|3,6.573,45.885,47.304,4,23,19|21|20|18|23|17|22,1,1|3|4|2|5,4.92,3.48,2.38,3.88,3|5|2|1,7.063,27.591,29.933,7,"1,5",5|2|6|1|3|4,3,1|3|2,1,2|1,,28.771,408.037,412.243,8,1,3,1|4|2|3,2.401,38.209,39.581,6,3,2,4|2|1|3,2.933,42.566,44.057,5,1,2,2|1|4|3,5,4,4,2|1|3,2,1967,5,3,1|5|3|4|2,1,4|1|3|2,1,1|3|2|4|6|5|7,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
